index,label_id,label,split
182,5,dog,train
183,5,dog,train
184,1,automobile,train
185,0,airplane,train
186,9,truck,train
187,6,frog,train
188,9,truck,train
189,0,airplane,train
190,8,ship,train
191,7,horse,train
192,8,ship,train
193,8,ship,train
194,2,bird,train
195,5,dog,train
196,2,bird,train
197,3,cat,train
198,5,dog,train
199,0,airplane,train
200,6,frog,train
201,1,automobile,train
202,9,truck,train
203,3,cat,train
204,6,frog,train
205,9,truck,train
206,1,automobile,train
207,3,cat,train
208,9,truck,train
209,6,frog,train
210,6,frog,train
211,7,horse,train
212,1,automobile,train
213,0,airplane,train
214,9,truck,train
215,5,dog,train
216,8,ship,train
217,5,dog,train
218,2,bird,train
219,9,truck,train
220,0,airplane,train
221,8,ship,train
222,8,ship,train
223,0,airplane,train
224,6,frog,train
225,9,truck,train
226,1,automobile,train
227,1,automobile,train
228,6,frog,train
229,3,cat,train
230,7,horse,train
231,6,frog,train
232,6,frog,train
233,0,airplane,train
234,6,frog,train
235,6,frog,train
236,1,automobile,train
237,7,horse,train
238,1,automobile,train
239,5,dog,train
240,8,ship,train
241,3,cat,train
242,6,frog,train
243,6,frog,train
244,8,ship,train
245,6,frog,train
246,8,ship,train
247,4,deer,train
248,6,frog,train
249,6,frog,train
250,1,automobile,train
251,3,cat,train
252,8,ship,train
253,3,cat,train
254,4,deer,train
255,1,automobile,train
256,7,horse,train
257,1,automobile,train
258,3,cat,train
259,8,ship,train
260,5,dog,train
261,1,automobile,train
262,1,automobile,train
263,4,deer,train
264,0,airplane,train
265,9,truck,train
266,3,cat,train
267,7,horse,train
268,4,deer,train
269,9,truck,train
270,9,truck,train
271,2,bird,train
272,4,deer,train
273,9,truck,train
274,9,truck,train
275,1,automobile,train
276,0,airplane,train
277,5,dog,train
278,9,truck,train
279,0,airplane,train
280,8,ship,train
281,2,bird,train
282,1,automobile,train
283,2,bird,train
284,0,airplane,train
285,5,dog,train
286,6,frog,train
287,3,cat,train
288,2,bird,train
289,7,horse,train
290,8,ship,train
291,8,ship,train
292,6,frog,train
293,0,airplane,train
294,7,horse,train
295,9,truck,train
296,4,deer,train
297,5,dog,train
298,6,frog,train
299,4,deer,train
300,2,bird,train
301,1,automobile,train
302,1,automobile,train
303,2,bird,train
304,1,automobile,train
305,5,dog,train
306,9,truck,train
307,9,truck,train
308,0,airplane,train
309,8,ship,train
310,4,deer,train
311,1,automobile,train
312,1,automobile,train
313,6,frog,train
314,3,cat,train
315,3,cat,train
316,9,truck,train
317,0,airplane,train
318,7,horse,train
319,9,truck,train
320,7,horse,train
321,7,horse,train
322,9,truck,train
323,1,automobile,train
324,5,dog,train
325,1,automobile,train
326,6,frog,train
327,6,frog,train
328,8,ship,train
329,7,horse,train
330,1,automobile,train
331,3,cat,train
332,0,airplane,train
333,3,cat,train
334,3,cat,train
335,2,bird,train
336,4,deer,train
337,5,dog,train
338,7,horse,train
339,5,dog,train
340,9,truck,train
341,0,airplane,train
342,3,cat,train
343,4,deer,train
344,0,airplane,train
345,4,deer,train
346,4,deer,train
347,6,frog,train
348,0,airplane,train
349,0,airplane,train
350,6,frog,train
351,6,frog,train
352,0,airplane,train
353,8,ship,train
354,1,automobile,train
355,6,frog,train
356,2,bird,train
357,9,truck,train
358,2,bird,train
359,5,dog,train
360,9,truck,train
361,6,frog,train
362,7,horse,train
363,4,deer,train
364,1,automobile,train
365,8,ship,train
366,7,horse,train
367,3,cat,train
368,6,frog,train
369,9,truck,train
370,3,cat,train
371,0,airplane,train
372,4,deer,train
373,0,airplane,train
374,5,dog,train
375,1,automobile,train
376,0,airplane,train
377,3,cat,train
378,4,deer,train
379,8,ship,train
380,5,dog,train
381,4,deer,train
382,7,horse,train
383,2,bird,train
384,3,cat,train
385,9,truck,train
386,7,horse,train
387,6,frog,train
388,7,horse,train
389,1,automobile,train
390,4,deer,train
391,7,horse,train
392,0,airplane,train
393,1,automobile,train
394,7,horse,train
395,3,cat,train
396,1,automobile,train
397,8,ship,train
398,4,deer,train
399,4,deer,train
400,2,bird,train
401,0,airplane,train
402,2,bird,train
403,2,bird,train
404,0,airplane,train
405,0,airplane,train
406,9,truck,train
407,0,airplane,train
408,9,truck,train
409,6,frog,train
410,8,ship,train
411,2,bird,train
412,7,horse,train
413,7,horse,train
414,4,deer,train
415,0,airplane,train
416,3,cat,train
417,0,airplane,train
418,8,ship,train
419,9,truck,train
420,4,deer,train
421,2,bird,train
422,7,horse,train
423,2,bird,train
424,5,dog,train
425,2,bird,train
426,5,dog,train
427,1,automobile,train
428,9,truck,train
429,4,deer,train
430,8,ship,train
431,5,dog,train
432,1,automobile,train
433,7,horse,train
434,4,deer,train
435,4,deer,train
436,0,airplane,train
437,6,frog,train
438,9,truck,train
439,0,airplane,train
440,7,horse,train
441,8,ship,train
442,8,ship,train
443,9,truck,train
444,9,truck,train
445,3,cat,train
446,3,cat,train
447,4,deer,train
448,0,airplane,train
449,4,deer,train
450,5,dog,train
451,6,frog,train
452,6,frog,train
453,0,airplane,train
454,1,automobile,train
455,0,airplane,train
456,8,ship,train
457,0,airplane,train
458,4,deer,train
459,8,ship,train
460,8,ship,train
461,1,automobile,train
462,5,dog,train
463,2,bird,train
464,6,frog,train
465,8,ship,train
466,1,automobile,train
467,0,airplane,train
468,0,airplane,train
469,7,horse,train
470,7,horse,train
471,5,dog,train
472,9,truck,train
473,6,frog,train
474,2,bird,train
475,8,ship,train
476,3,cat,train
477,4,deer,train
478,7,horse,train
479,3,cat,train
480,9,truck,train
481,0,airplane,train
482,1,automobile,train
483,2,bird,train
484,4,deer,train
485,8,ship,train
486,1,automobile,train
487,8,ship,train
488,6,frog,train
489,4,deer,train
490,4,deer,train
491,5,dog,train
492,7,horse,train
493,1,automobile,train
494,3,cat,train
495,9,truck,train
496,8,ship,train
497,0,airplane,train
498,1,automobile,train
499,7,horse,train
500,5,dog,train
501,8,ship,train
502,2,bird,train
503,8,ship,train
504,0,airplane,train
505,4,deer,train
506,1,automobile,train
507,8,ship,train
508,9,truck,train
509,8,ship,train
510,2,bird,train
511,9,truck,train
512,9,truck,train
513,2,bird,train
514,7,horse,train
515,5,dog,train
516,7,horse,train
517,3,cat,train
518,8,ship,train
519,8,ship,train
520,4,deer,train
521,4,deer,train
522,2,bird,train
523,7,horse,train
524,1,automobile,train
525,6,frog,train
526,4,deer,train
527,0,airplane,train
528,4,deer,train
529,6,frog,train
530,9,truck,train
531,7,horse,train
532,6,frog,train
533,2,bird,train
534,5,dog,train
535,5,dog,train
536,1,automobile,train
537,7,horse,train
538,2,bird,train
539,2,bird,train
540,2,bird,train
541,9,truck,train
542,5,dog,train
543,4,deer,train
544,2,bird,train
545,7,horse,train
546,8,ship,train
547,1,automobile,train
548,3,cat,train
549,4,deer,train
550,3,cat,train
551,7,horse,train
552,6,frog,train
553,9,truck,train
554,8,ship,train
555,0,airplane,train
556,6,frog,train
557,0,airplane,train
558,2,bird,train
559,2,bird,train
560,2,bird,train
561,1,automobile,train
562,8,ship,train
563,4,deer,train
564,0,airplane,train
565,1,automobile,train
566,8,ship,train
567,8,ship,train
568,1,automobile,train
569,5,dog,train
570,7,horse,train
571,6,frog,train
572,4,deer,train
573,5,dog,train
574,8,ship,train
575,7,horse,train
576,1,automobile,train
577,9,truck,train
578,1,automobile,train
579,9,truck,train
580,8,ship,train
581,4,deer,train
582,7,horse,train
583,3,cat,train
584,8,ship,train
585,8,ship,train
586,2,bird,train
587,6,frog,train
588,6,frog,train
589,7,horse,train
590,1,automobile,train
591,6,frog,train
592,8,ship,train
593,1,automobile,train
594,9,truck,train
595,7,horse,train
596,8,ship,train
597,3,cat,train
598,0,airplane,train
599,1,automobile,train
600,0,airplane,train
601,8,ship,train
602,8,ship,train
603,3,cat,train
604,0,airplane,train
605,0,airplane,train
606,1,automobile,train
607,5,dog,train
608,0,airplane,train
609,8,ship,train
610,8,ship,train
611,7,horse,train
612,9,truck,train
613,9,truck,train
614,0,airplane,train
615,9,truck,train
616,4,deer,train
617,1,automobile,train
618,3,cat,train
619,6,frog,train
620,6,frog,train
621,4,deer,train
622,4,deer,train
623,7,horse,train
624,5,dog,train
625,6,frog,train
626,0,airplane,train
627,8,ship,train
628,0,airplane,train
629,3,cat,train
630,2,bird,train
631,8,ship,train
632,4,deer,train
633,6,frog,train
634,9,truck,train
635,9,truck,train
636,7,horse,train
637,0,airplane,train
638,3,cat,train
639,3,cat,train
640,6,frog,train
641,7,horse,train
642,4,deer,train
643,9,truck,train
644,1,automobile,train
645,6,frog,train
646,2,bird,train
647,7,horse,train
648,2,bird,train
649,2,bird,train
650,0,airplane,train
651,6,frog,train
652,7,horse,train
653,5,dog,train
654,7,horse,train
655,6,frog,train
656,8,ship,train
657,9,truck,train
658,0,airplane,train
659,9,truck,train
660,4,deer,train
661,4,deer,train
662,7,horse,train
663,0,airplane,train
664,9,truck,train
665,4,deer,train
666,9,truck,train
667,6,frog,train
668,9,truck,train
669,4,deer,train
670,5,dog,train
671,7,horse,train
672,9,truck,train
673,2,bird,train
674,4,deer,train
675,5,dog,train
676,1,automobile,train
677,4,deer,train
678,3,cat,train
679,9,truck,train
680,6,frog,train
681,5,dog,train
682,6,frog,train
683,9,truck,train
684,3,cat,train
685,3,cat,train
686,5,dog,train
687,0,airplane,train
688,7,horse,train
689,2,bird,train
690,1,automobile,train
691,3,cat,train
692,6,frog,train
693,4,deer,train
694,0,airplane,train
695,0,airplane,train
696,2,bird,train
697,5,dog,train
698,0,airplane,train
699,1,automobile,train
700,0,airplane,train
701,2,bird,train
702,3,cat,train
703,9,truck,train
704,8,ship,train
705,4,deer,train
706,9,truck,train
707,8,ship,train
708,0,airplane,train
709,2,bird,train
710,6,frog,train
711,4,deer,train
712,4,deer,train
713,0,airplane,train
714,1,automobile,train
715,8,ship,train
716,8,ship,train
717,3,cat,train
718,6,frog,train
719,9,truck,train
720,6,frog,train
721,6,frog,train
722,7,horse,train
723,8,ship,train
724,2,bird,train
725,4,deer,train
726,5,dog,train
727,7,horse,train
728,6,frog,train
729,5,dog,train
730,3,cat,train
731,0,airplane,train
732,5,dog,train
733,0,airplane,train
734,5,dog,train
735,0,airplane,train
736,8,ship,train
737,2,bird,train
738,6,frog,train
739,7,horse,train
740,3,cat,train
741,8,ship,train
742,2,bird,train
743,1,automobile,train
744,7,horse,train
745,6,frog,train
746,7,horse,train
747,1,automobile,train
748,0,airplane,train
749,9,truck,train
750,5,dog,train
751,5,dog,train
752,0,airplane,train
753,1,automobile,train
754,7,horse,train
755,6,frog,train
756,9,truck,train
757,0,airplane,train
758,4,deer,train
759,7,horse,train
760,7,horse,train
761,1,automobile,train
762,5,dog,train
763,9,truck,train
764,4,deer,train
765,0,airplane,train
766,8,ship,train
767,5,dog,train
768,9,truck,train
769,9,truck,train
770,6,frog,train
771,7,horse,train
772,1,automobile,train
773,8,ship,train
774,3,cat,train
775,2,bird,train
776,3,cat,train
777,8,ship,train
778,2,bird,train
779,2,bird,train
780,4,deer,train
781,6,frog,train
782,0,airplane,train
783,0,airplane,train
784,5,dog,train
785,3,cat,train
786,8,ship,train
787,2,bird,train
788,3,cat,train
789,7,horse,train
790,2,bird,train
791,9,truck,train
792,3,cat,train
793,8,ship,train
794,7,horse,train
795,8,ship,train
796,2,bird,train
797,7,horse,train
798,9,truck,train
799,0,airplane,train
800,2,bird,train
801,3,cat,train
802,2,bird,train
803,2,bird,train
804,2,bird,train
805,3,cat,train
806,3,cat,train
807,6,frog,train
808,2,bird,train
809,3,cat,train
810,2,bird,train
811,8,ship,train
812,0,airplane,train
813,5,dog,train
814,5,dog,train
815,1,automobile,train
816,4,deer,train
817,5,dog,train
818,6,frog,train
819,6,frog,train
820,2,bird,train
821,7,horse,train
822,0,airplane,train
823,1,automobile,train
824,7,horse,train
825,7,horse,train
826,8,ship,train
827,2,bird,train
828,9,truck,train
829,2,bird,train
830,2,bird,train
831,4,deer,train
832,2,bird,train
833,1,automobile,train
834,1,automobile,train
835,1,automobile,train
836,6,frog,train
837,6,frog,train
838,6,frog,train
839,5,dog,train
840,1,automobile,train
841,1,automobile,train
842,7,horse,train
843,0,airplane,train
844,4,deer,train
845,3,cat,train
846,3,cat,train
847,7,horse,train
848,1,automobile,train
849,2,bird,train
850,3,cat,train
851,5,dog,train
852,5,dog,train
853,5,dog,train
854,6,frog,train
855,1,automobile,train
856,4,deer,train
857,3,cat,train
858,7,horse,train
859,8,ship,train
860,8,ship,train
861,3,cat,train
862,6,frog,train
863,6,frog,train
864,2,bird,train
865,3,cat,train
866,0,airplane,train
867,9,truck,train
868,4,deer,train
869,3,cat,train
870,8,ship,train
871,0,airplane,train
872,0,airplane,train
873,1,automobile,train
874,1,automobile,train
875,5,dog,train
876,4,deer,train
877,9,truck,train
878,3,cat,train
879,1,automobile,train
880,8,ship,train
881,9,truck,train
882,3,cat,train
883,9,truck,train
884,9,truck,train
885,2,bird,train
886,9,truck,train
887,4,deer,train
888,8,ship,train
889,2,bird,train
890,9,truck,train
891,8,ship,train
892,8,ship,train
893,1,automobile,train
894,5,dog,train
895,3,cat,train
896,6,frog,train
897,8,ship,train
898,7,horse,train
899,6,frog,train
900,9,truck,train
901,8,ship,train
902,0,airplane,train
903,6,frog,train
904,4,deer,train
905,0,airplane,train
906,0,airplane,train
907,2,bird,train
908,5,dog,train
909,8,ship,train
910,2,bird,train
911,0,airplane,train
912,2,bird,train
913,7,horse,train
914,6,frog,train
915,9,truck,train
916,7,horse,train
917,1,automobile,train
918,5,dog,train
919,5,dog,train
920,6,frog,train
921,6,frog,train
922,3,cat,train
923,6,frog,train
924,2,bird,train
925,4,deer,train
926,7,horse,train
927,0,airplane,train
928,5,dog,train
929,6,frog,train
930,4,deer,train
931,6,frog,train
932,5,dog,train
933,2,bird,train
934,4,deer,train
935,6,frog,train
936,1,automobile,train
937,6,frog,train
938,0,airplane,train
939,4,deer,train
940,0,airplane,train
941,3,cat,train
942,1,automobile,train
943,8,ship,train
944,5,dog,train
945,4,deer,train
946,4,deer,train
947,1,automobile,train
948,7,horse,train
949,3,cat,train
950,9,truck,train
951,4,deer,train
952,7,horse,train
953,9,truck,train
954,7,horse,train
955,3,cat,train
956,7,horse,train
957,2,bird,train
958,8,ship,train
959,4,deer,train
960,6,frog,train
961,6,frog,train
962,1,automobile,train
963,2,bird,train
964,9,truck,train
965,0,airplane,train
966,4,deer,train
967,8,ship,train
968,7,horse,train
969,3,cat,train
970,9,truck,train
971,8,ship,train
972,7,horse,train
973,7,horse,train
974,0,airplane,train
975,2,bird,train
976,4,deer,train
977,1,automobile,train
978,1,automobile,train
979,4,deer,train
980,1,automobile,train
981,5,dog,train
982,4,deer,train
983,0,airplane,train
984,5,dog,train
985,6,frog,train
986,2,bird,train
987,8,ship,train
988,5,dog,train
989,0,airplane,train
990,2,bird,train
991,1,automobile,train
992,3,cat,train
993,5,dog,train
994,7,horse,train
995,3,cat,train
996,5,dog,train
997,1,automobile,train
998,3,cat,train
999,5,dog,train
1000,9,truck,train
1001,4,deer,train
1002,3,cat,train
1003,2,bird,train
1004,4,deer,train
1005,4,deer,train
1006,1,automobile,train
1007,4,deer,train
1008,2,bird,train
1009,2,bird,train
1010,3,cat,train
1011,8,ship,train
1012,0,airplane,train
1013,6,frog,train
1014,8,ship,train
1015,5,dog,train
1016,6,frog,train
1017,6,frog,train
1018,4,deer,train
1019,7,horse,train
1020,1,automobile,train
1021,1,automobile,train
1022,4,deer,train
1023,6,frog,train
1024,2,bird,train
1025,3,cat,train
1026,9,truck,train
1027,6,frog,train
1028,9,truck,train
1029,1,automobile,train
1030,3,cat,train
1031,6,frog,train
1032,8,ship,train
1033,5,dog,train
1034,9,truck,train
1035,6,frog,train
1036,8,ship,train
1037,1,automobile,train
1038,6,frog,train
1039,0,airplane,train
1040,2,bird,train
1041,3,cat,train
1042,7,horse,train
1043,9,truck,train
1044,0,airplane,train
1045,9,truck,train
1046,7,horse,train
1047,6,frog,train
1048,3,cat,train
1049,9,truck,train
1050,2,bird,train
1051,6,frog,train
1052,1,automobile,train
1053,6,frog,train
1054,7,horse,train
1055,3,cat,train
1056,8,ship,train
1057,3,cat,train
1058,8,ship,train
1059,3,cat,train
1060,8,ship,train
1061,5,dog,train
1062,9,truck,train
1063,6,frog,train
1064,1,automobile,train
1065,2,bird,train
1066,5,dog,train
1067,2,bird,train
1068,1,automobile,train
1069,4,deer,train
1070,3,cat,train
1071,7,horse,train
1072,5,dog,train
1073,9,truck,train
1074,3,cat,train
1075,9,truck,train
1076,3,cat,train
1077,2,bird,train
1078,9,truck,train
1079,1,automobile,train
1080,8,ship,train
1081,5,dog,train
1082,9,truck,train
1083,7,horse,train
1084,2,bird,train
1085,6,frog,train
1086,0,airplane,train
1087,8,ship,train
1088,5,dog,train
1089,7,horse,train
1090,1,automobile,train
1091,5,dog,train
1092,8,ship,train
1093,5,dog,train
1094,7,horse,train
1095,1,automobile,train
1096,5,dog,train
1097,0,airplane,train
1098,3,cat,train
1099,9,truck,train
1100,3,cat,train
1101,6,frog,train
1102,9,truck,train
1103,1,automobile,train
1104,3,cat,train
1105,9,truck,train
1106,8,ship,train
1107,2,bird,train
1108,2,bird,train
1109,3,cat,train
1110,2,bird,train
1111,5,dog,train
1112,9,truck,train
1113,7,horse,train
1114,9,truck,train
1115,9,truck,train
1116,8,ship,train
1117,9,truck,train
1118,7,horse,train
1119,0,airplane,train
1120,3,cat,train
1121,3,cat,train
1122,2,bird,train
1123,0,airplane,train
1124,3,cat,train
1125,7,horse,train
1126,6,frog,train
1127,3,cat,train
1128,3,cat,train
1129,2,bird,train
1130,0,airplane,train
1131,6,frog,train
1132,6,frog,train
1133,5,dog,train
1134,5,dog,train
1135,7,horse,train
1136,5,dog,train
1137,9,truck,train
1138,8,ship,train
1139,2,bird,train
1140,9,truck,train
1141,8,ship,train
1142,0,airplane,train
1143,4,deer,train
1144,0,airplane,train
1145,1,automobile,train
1146,2,bird,train
1147,0,airplane,train
1148,4,deer,train
1149,7,horse,train
1150,3,cat,train
1151,8,ship,train
1152,5,dog,train
1153,1,automobile,train
1154,6,frog,train
1155,6,frog,train
1156,5,dog,train
1157,5,dog,train
1158,4,deer,train
1159,6,frog,train
1160,3,cat,train
1161,6,frog,train
1162,8,ship,train
1163,2,bird,train
1164,3,cat,train
1165,7,horse,train
1166,0,airplane,train
1167,7,horse,train
1168,0,airplane,train
1169,4,deer,train
1170,1,automobile,train
1171,9,truck,train
1172,5,dog,train
1173,7,horse,train
1174,8,ship,train
1175,6,frog,train
1176,6,frog,train
1177,8,ship,train
1178,0,airplane,train
1179,7,horse,train
1180,2,bird,train
1181,8,ship,train
1182,4,deer,train
1183,8,ship,train
1184,2,bird,train
1185,0,airplane,train
1186,9,truck,train
1187,0,airplane,train
1188,0,airplane,train
1189,2,bird,train
1190,9,truck,train
1191,6,frog,train
1192,6,frog,train
1193,5,dog,train
1194,6,frog,train
1195,0,airplane,train
1196,3,cat,train
1197,7,horse,train
1198,5,dog,train
1199,5,dog,train
1200,7,horse,train
1201,9,truck,train
1202,3,cat,train
1203,4,deer,train
1204,5,dog,train
1205,0,airplane,train
1206,5,dog,train
1207,2,bird,train
1208,3,cat,train
1209,2,bird,train
1210,6,frog,train
1211,0,airplane,train
1212,4,deer,train
1213,9,truck,train
1214,0,airplane,train
1215,7,horse,train
1216,0,airplane,train
1217,9,truck,train
1218,7,horse,train
1219,2,bird,train
1220,6,frog,train
1221,4,deer,train
1222,6,frog,train
1223,9,truck,train
1224,5,dog,train
1225,4,deer,train
1226,7,horse,train
1227,0,airplane,train
1228,6,frog,train
1229,8,ship,train
1230,8,ship,train
1231,9,truck,train
1232,9,truck,train
1233,9,truck,train
1234,0,airplane,train
1235,9,truck,train
1236,8,ship,train
1237,6,frog,train
1238,4,deer,train
1239,8,ship,train
1240,1,automobile,train
1241,9,truck,train
1242,1,automobile,train
1243,0,airplane,train
1244,5,dog,train
1245,8,ship,train
1246,6,frog,train
1247,9,truck,train
1248,6,frog,train
1249,0,airplane,train
1250,8,ship,train
1251,1,automobile,train
1252,3,cat,train
1253,9,truck,train
1254,4,deer,train
1255,8,ship,train
1256,4,deer,train
1257,3,cat,train
1258,2,bird,train
1259,6,frog,train
1260,0,airplane,train
1261,8,ship,train
1262,9,truck,train
1263,9,truck,train
1264,4,deer,train
1265,3,cat,train
1266,0,airplane,train
1267,2,bird,train
1268,4,deer,train
1269,4,deer,train
1270,0,airplane,train
1271,3,cat,train
1272,5,dog,train
1273,7,horse,train
1274,5,dog,train
1275,7,horse,train
1276,7,horse,train
1277,9,truck,train
1278,0,airplane,train
1279,9,truck,train
1280,5,dog,train
1281,3,cat,train
1282,8,ship,train
1283,2,bird,train
1284,4,deer,train
1285,2,bird,train
1286,3,cat,train
1287,1,automobile,train
1288,2,bird,train
1289,8,ship,train
1290,9,truck,train
1291,2,bird,train
1292,8,ship,train
1293,1,automobile,train
1294,4,deer,train
1295,2,bird,train
1296,0,airplane,train
1297,4,deer,train
1298,5,dog,train
1299,4,deer,train
1300,8,ship,train
1301,1,automobile,train
1302,7,horse,train
1303,4,deer,train
1304,1,automobile,train
1305,1,automobile,train
1306,0,airplane,train
1307,2,bird,train
1308,7,horse,train
1309,7,horse,train
1310,4,deer,train
1311,4,deer,train
1312,4,deer,train
1313,4,deer,train
1314,8,ship,train
1315,4,deer,train
1316,3,cat,train
1317,6,frog,train
1318,6,frog,train
1319,0,airplane,train
1320,1,automobile,train
1321,3,cat,train
1322,9,truck,train
1323,8,ship,train
1324,4,deer,train
1325,8,ship,train
1326,9,truck,train
1327,6,frog,train
1328,2,bird,train
1329,0,airplane,train
1330,5,dog,train
1331,5,dog,train
1332,9,truck,train
1333,4,deer,train
1334,2,bird,train
1335,0,airplane,train
1336,8,ship,train
1337,8,ship,train
1338,0,airplane,train
1339,4,deer,train
1340,0,airplane,train
1341,7,horse,train
1342,6,frog,train
1343,9,truck,train
1344,5,dog,train
1345,3,cat,train
1346,5,dog,train
1347,4,deer,train
1348,4,deer,train
1349,4,deer,train
1350,4,deer,train
1351,3,cat,train
1352,7,horse,train
1353,9,truck,train
1354,2,bird,train
1355,5,dog,train
1356,1,automobile,train
1357,8,ship,train
1358,3,cat,train
1359,2,bird,train
1360,6,frog,train
1361,9,truck,train
1362,6,frog,train
1363,3,cat,train
1364,1,automobile,train
1365,7,horse,train
1366,4,deer,train
1367,6,frog,train
1368,3,cat,train
1369,7,horse,train
1370,8,ship,train
1371,6,frog,train
1372,2,bird,train
1373,4,deer,train
1374,6,frog,train
1375,8,ship,train
1376,0,airplane,train
1377,1,automobile,train
1378,9,truck,train
1379,9,truck,train
1380,1,automobile,train
1381,0,airplane,train
1382,0,airplane,train
1383,8,ship,train
1384,9,truck,train
1385,4,deer,train
1386,7,horse,train
1387,4,deer,train
1388,4,deer,train
1389,1,automobile,train
1390,9,truck,train
1391,8,ship,train
1392,8,ship,train
1393,6,frog,train
1394,1,automobile,train
1395,7,horse,train
1396,4,deer,train
1397,8,ship,train
1398,8,ship,train
1399,8,ship,train
1400,0,airplane,train
1401,5,dog,train
1402,6,frog,train
1403,6,frog,train
1404,8,ship,train
1405,3,cat,train
1406,4,deer,train
1407,4,deer,train
1408,1,automobile,train
1409,2,bird,train
1410,1,automobile,train
1411,5,dog,train
1412,7,horse,train
1413,1,automobile,train
1414,7,horse,train
1415,2,bird,train
1416,8,ship,train
1417,5,dog,train
1418,9,truck,train
1419,5,dog,train
1420,6,frog,train
1421,1,automobile,train
1422,9,truck,train
1423,5,dog,train
1424,0,airplane,train
1425,4,deer,train
1426,3,cat,train
1427,3,cat,train
1428,0,airplane,train
1429,8,ship,train
1430,2,bird,train
1431,8,ship,train
1432,0,airplane,train
1433,9,truck,train
1434,0,airplane,train
1435,4,deer,train
1436,6,frog,train
1437,9,truck,train
1438,2,bird,train
1439,8,ship,train
1440,2,bird,train
1441,7,horse,train
1442,7,horse,train
1443,2,bird,train
1444,2,bird,train
1445,7,horse,train
1446,1,automobile,train
1447,6,frog,train
1448,1,automobile,train
1449,3,cat,train
1450,4,deer,train
1451,4,deer,train
1452,8,ship,train
1453,6,frog,train
1454,0,airplane,train
1455,1,automobile,train
1456,9,truck,train
1457,4,deer,train
1458,2,bird,train
1459,7,horse,train
1460,5,dog,train
1461,3,cat,train
1462,9,truck,train
1463,0,airplane,train
1464,1,automobile,train
1465,9,truck,train
1466,0,airplane,train
1467,9,truck,train
